id;title;body;department;sentiment
483;Ultima notte del viaggio iniziata bene;Arrivammo stanchi dopo una lunga settimana e la reception ci sistemò in camera in meno di quattro minuti. Il personale era premuroso e professionale nonostante l'ora tarda e la fila presente.;Reception;positive
484;Ristorante senza qualità né varietà;Per sei ssere consecutive il ristorante proponeva gli stessi piatti anonimi e privi di cura. La colazione variava appena di giorno in giorno. Il perssonalle F&B era educato ma la quualità del cibo stagnava invariabilmente.;F&B;negative
485;Cammera SCHIFOSA!! #vamera vergogna @hootell!!;Ma stiamo scherzando??!!! Trovai capelli sul cuscino e il WC non sanificato dal giorno prima!! Chiamai QUATTRO VOLTE la ricetionist e NESSUNO arrivò!! HO FOTOGRAFATO TUTTO e mandato mail!! INACCETTABBILE!!$$;Housekeeping;negative
486;Reception disorganizzata ma F&B eccellente;Il check-in aveva creato confusione con la categoria di camera e il perssonalle alla reception sembrava disorientato per tutta la procedura. Fortunatamente il ristorante compensava con una collazzione straordinaria ogni matttina.;Reception;negative
487;Check-in impeccabile ma ristorante da evitare;La receptionist completò il check-in in tre minuti esatti con professionnalità e cortesia. La cena al ristorante quella ssera fu però una delusione totale: cibo tiepido e collazzione del giorno dopo appena sufficiente.;Reception;positive
488;Colazione da cinque stelle ma pulizie lasciate al caso;Il ristorante a colazione era ogni matttina di altissimo livello: prodotti biologici freschi e perssonalle F&B sorridente. La pulizia camera invece deludeva sistematicamente: bagno con aloni e pavimento appiccicoso per giornni.;F&B;positive
489;Cibo pessimo e di scarsa qualitò ma le lo staff delle pulizie,ottimo!!;La collazzione era scadente e il ristoarnte a cena non convinceva: porzioni ridotte e servvizio lentissimo. La pulizia camera però era meticolosa ogni giorno: lenzuola fresche e bagno sanificato senza mai mancare.;F&B;negative
490;Reparto pulizie al top in tutto il soggiorno;Non mi aspettavo tanta cura da un hootell di questa fascia di prezzo. La pulizia camera era invece impeccabile ogni matttina: ogni angolo curato, bagno profumato e scorte di cortesia sempre rifornite.;Housekeeping;positive
491;RESECPTIONIST  MALEDUCATA!! FATTURA SBAGLIATA!!??;Qual'è il senso di avere un gestionale se la ricetionist non sa usarlo?? Al check-out mi presentò una fattura CON TRE ADDEBITI ERRATI e rispose male quando lo segnalai!! Servvizio INDECENTE!!$$ #checkoutfail @direzione;Reception;negative
492;Cena al ristorante degna di una guida gastronomica;Non avevo pianificato di cenare in hootell ma il menù della ssera mi ha convinto immediatamente. Il ristorante ha proposto piatti regionali raffinati e un perssonalle F&B preparato e discreto. Tornerò presto.;F&B;positive
493;Personale housekeeping affidabile e silenzioso;Le sette notti di soggiorno sono trascorse senza un solo problema legato alla pulizia camera. Il personale lavorava ogni matttina con discrezione lasciando tutto in perfetto ordine senza mai disturbare.;Housekeeping;positive
494;Collazzione immangiabille!! *ROBA AVANZATA*!!;#colazzionehorror Stamattina la collazzione comprendeva succhi scaduti e croissant DURI COME SASSI!! Il ristoarnte aveva ancora le sedie sui tavoli alle nove!! Perssonalle F&B COMPLETAMENTE ASSENTE!!$$ MAI PIÙ in questo hootell!!;F&B;negative
495;Accogglienzza calorosa e professionnale;Arrivai esausto dopo un volo cancellato e la receptionist mi accolse con calma e competenza straordinaria. Check-in completato in meno di tre minuti nonostante la situazione complicata. Prima impressione eccellente.;Reception;positive
496;Pulizia cammera discontinua per tutto il soggiorno;Durante il soggiorno di marzo scorso la pulizia cammera veniva effettuata ogni tre giornni in modo frettoloso. Il bagno presentava sempre residui visibili e gli asciugamani non venivano cambiati nonostante le richieste ripetute.;Housekeeping;negative
497;Gastronomia di altissimo livello dall'inizio alla fine;Il pasto al risotrante ha mantenuto lo stesso standard elevato: la colazione era ricca con prodotti freschi e di stagione e la cena curata con i classici piatti regionali. Personale F&B disponibile;F&B;positive
498;CHECK-IN DURATO QUASI DUE ORE!! ASSURDO!!;Ma cosa avete in testa??Il check-in di ieri ssera ha richiesto NOVANTA MINUTI perché la ricetionist aveva sbagliato la categoria di camera e il sistema era in panne!! Nessun responsabile si è presentato a risolvere!! INACCETTABILE per questi prezzi!!$$;Reception;negative
499;Cura genuina che rende unico il soggiorno;Ogni ssera rientravo e trovavo la stanza perfettamente riassettata con piccoli tocchi che dimostravano attenzione autentica: scorte rifornite, cuscini sistemati con precisione e bagno sempre impeccabile senza mai doverlo richiedere.;Housekeeping;positive
500;Esperienza gastronomica che vale il viaggio;In questo soggiorno non abbiamo mai mangiato cosi bene come in questo posto. Tutto fresco, buono, succulento e saporito. Esperienza culinaria da 10 e lode.;F&B;positive
